Component Area,Indicator,Year,County/Region,Numerator,Numerator Label,Rate,Measure Unit,Direction ,Source,
Substance Use Disorder Treatment,"Unique individuals enrolled in OASAS-certified substance use disorder treatment programs who reported any opioid (incl. heroin) as a primary substance, crude rate per 100,000 population - Aged 12+ years",2023,Bronx,"12,306",Unique individuals enrolled,1076.2,Crude rate,Lower rates/percentages are more desirable,OASAS Data as of October 2024, 
Substance Use Disorder Treatment,"Unique individuals enrolled in OASAS-certified substance use disorder treatment programs who reported any opioid (incl. heroin) as a primary substance, crude rate per 100,000 population - Aged 12+ years",2023,New York,"7,103",Unique individuals enrolled,489,Crude rate,Lower rates/percentages are more desirable,OASAS Data as of October 2024, 
Substance Use Disorder Treatment,"Unique individuals enrolled in OASAS-certified substance use disorder treatment programs who reported any opioid (incl. heroin) as a primary substance, crude rate per 100,000 population - Aged 12+ years",2023,Queens,"4,486",Unique individuals enrolled,228.3,Crude rate,Lower rates/percentages are more desirable,OASAS Data as of October 2024, 
Behavioral Risk Factor Surveillance System,Percentage of adults who have self-reported prescription pain medication misuse in the past 12 months,2018,NEW YORK CITY,"262,676",Numerator,5,Crude percentage (95% confidence interval),Lower rates/percentages are more desirable,Behavioral Risk Factor Surveillance System September 2024, 
Behavioral Risk Factor Surveillance System,Percentage of adults who have self-reported prescription pain medication misuse in the past 12 months,2018,Bronx,"64,744",Numerator,7.7,Crude percentage (95% confidence interval),Lower rates/percentages are more desirable,Behavioral Risk Factor Surveillance System September 2024, 
Behavioral Risk Factor Surveillance System,Percentage of adults who have self-reported prescription pain medication misuse in the past 12 months,2018,New York,"41,556",Numerator,4,Crude percentage (95% confidence interval),Lower rates/percentages are more desirable,Behavioral Risk Factor Surveillance System September 2024, 
Behavioral Risk Factor Surveillance System,Percentage of adults who have self-reported prescription pain medication misuse in the past 12 months,2018,Queens,"56,459",Numerator,3.9,Crude percentage (95% confidence interval),Lower rates/percentages are more desirable,Behavioral Risk Factor Surveillance System September 2024, 
Behavioral Risk Factor Surveillance System,Age-adjusted percentage of adults who have self-reported prescription pain medication misuse in the past 12 months,2018,NEW YORK CITY,"262,676",Numerator,4.9,Age-adjusted percentage (95% confidence interval),Lower rates/percentages are more desirable,Behavioral Risk Factor Surveillance System September 2024, 
Behavioral Risk Factor Surveillance System,Age-adjusted percentage of adults who have self-reported prescription pain medication misuse in the past 12 months,2018,Bronx,"64,744",Numerator,7.8,Age-adjusted percentage (95% confidence interval),Lower rates/percentages are more desirable,Behavioral Risk Factor Surveillance System September 2024, 
Behavioral Risk Factor Surveillance System,Age-adjusted percentage of adults who have self-reported prescription pain medication misuse in the past 12 months,2018,New York,"41,556",Numerator,4.1,Age-adjusted percentage (95% confidence interval),Lower rates/percentages are more desirable,Behavioral Risk Factor Surveillance System September 2024, 
Behavioral Risk Factor Surveillance System,Age-adjusted percentage of adults who have self-reported prescription pain medication misuse in the past 12 months,2018,Queens,"56,459",Numerator,3.8,Age-adjusted percentage (95% confidence interval),Lower rates/percentages are more desirable,Behavioral Risk Factor Surveillance System September 2024, 
